hostname,ip_address,status,response_time,last_tested_at,description,pendencies,failure_reason
zabbix-dck-metro-prd01,172.20.0.125,connected,341,2025-09-10 17:39:12,Conectividade OK via bastion,,
tr069-balancer-hml01,172.20.10.76,connected,180,2025-09-10 17:39:12,Conectividade OK via bastion,,
zbxdbalghx01,172.20.9.135,connected,380,2025-09-10 17:39:12,Conectividade OK via bastion,,
LDAP-STG01,10.51.76.39,failed,0,2025-09-10 17:39:12,Rede inacessível,Corrigir rota/DNS/VPN/firewall,network_unreachable
zabbix-dck-metro-prd03,172.20.0.13,connected,376,2025-09-10 17:39:12,Conectividade OK via bastion,,
nc-dashboards-hml01,172.20.14.180,failed,0,2025-09-10 17:39:12,Conexão recusada,Confirmar serviço SSH e porta,connection_refused
bpmdb-stg01,10.51.76.6,failed,0,2025-09-10 17:39:12,Rede inacessível,Corrigir rota/DNS/VPN/firewall,network_unreachable
furukawaprd01,172.20.0.110,connected,468,2025-09-10 17:39:12,Conectividade OK via bastion,,
tr069-mongo-hml01,172.20.10.79,connected,235,2025-09-10 17:39:12,Conectividade OK via bastion,,
bpmdb-stg02,10.51.76.7,failed,0,2025-09-10 17:39:12,Rede inacessível,Corrigir rota/DNS/VPN/firewall,network_unreachable
icpmaster-stg01,10.51.76.8,failed,0,2025-09-10 17:39:12,Rede inacessível,Corrigir rota/DNS/VPN/firewall,network_unreachable
icpmaster-stg02,10.51.76.9,failed,0,2025-09-10 17:39:12,Rede inacessível,Corrigir rota/DNS/VPN/firewall,network_unreachable
nc-itnm-prd03,172.20.14.222,connected,187,2025-09-10 17:39:12,Conectividade OK via bastion,,
tr069-logs-hml01,172.20.10.80,connected,354,2025-09-10 17:39:12,Conectividade OK via bastion,,
server-analytics-prd01,172.20.250.110,connected,134,2025-09-10 17:39:12,Conectividade OK via bastion,,
nc-dis-prd02,172.20.14.249,connected,257,2025-09-10 17:39:12,Conectividade OK via bastion,,
idm-ipa-px01,172.20.11.2,connected,359,2025-09-10 17:39:12,Conectividade OK via bastion,,
idm-ipa-px02,172.20.11.3,connected,356,2025-09-10 17:39:12,Conectividade OK via bastion,,
PaloAlto_api-prd01,172.20.38.241,connected,195,2025-09-10 17:39:12,Conectividade OK via bastion,,
idm-ipa-px04,172.20.11.5,connected,397,2025-09-10 17:39:12,Conectividade OK via bastion,,
idm-ipa-px03,172.20.11.4,connected,438,2025-09-10 17:39:12,Conectividade OK via bastion,,
icpproxyex-stg02,10.51.76.136,failed,0,2025-09-10 17:39:12,Timeout na conexão,Verificar latência/ACL/VPN,timeout
icpproxyex-stg01,10.51.76.135,failed,0,2025-09-10 17:39:12,Timeout na conexão,Verificar latência/ACL/VPN,timeout
emzdlra01-adm,172.20.101.3,connected,531,2025-09-10 17:39:12,Conectividade OK via bastion,,
bpmweb-prd01.cloudalgartelecom.com.br,10.51.76.138,failed,0,2025-09-10 17:39:12,Timeout na conexão,Verificar latência/ACL/VPN,timeout
